MS-DRG	FY08 Final Rule Post-Acute DRG	FY08 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights 	Geometric Mean LOS	Arithmetic Mean LOS
056	Yes	No	01	MED	Degenerative nervous system disorders w MCC	1.2820	5.8	7.8
057	Yes	No	01	MED	Degenerative nervous system disorders w/o MCC	0.8951	3.9	4.9
058	No	No	01	MED	Multiple sclerosis & cerebellar ataxia w MCC	1.2669	5.8	8.0
059	No	No	01	MED	Multiple sclerosis & cerebellar ataxia w CC	0.9226	4.3	5.2
060	No	No	01	MED	Multiple sclerosis & cerebellar ataxia w/o CC/MCC	0.8160	3.4	4.1
061	No	No	01	MED	Acute ischemic stroke w use of thrombolytic agent w MCC	2.5541	7.3	9.6
062	No	No	01	MED	Acute ischemic stroke w use of thrombolytic agent w CC	2.0886	5.3	6.3
063	No	No	01	MED	Acute ischemic stroke w use of thrombolytic agent w/o CC/MCC	1.8642	3.9	4.5
064	Yes	No	01	MED	Intracranial hemorrhage or cerebral infarction w MCC	1.5470	5.6	7.6
065	Yes	No	01	MED	Intracranial hemorrhage or cerebral infarction w CC	1.1901	4.3	5.3
066	Yes	No	01	MED	Intracranial hemorrhage or cerebral infarction w/o CC/MCC	1.0303	3.1	3.8
067	No	No	01	MED	Nonspecific cva & precerebral occlusion w/o infarct w MCC	1.2194	4.7	6.2
068	No	No	01	MED	Nonspecific cva & precerebral occlusion w/o infarct w/o MCC	0.9131	2.8	3.6
069	No	No	01	MED	Transient ischemia	0.7339	2.5	3.1
070	Yes	No	01	MED	Nonspecific cerebrovascular disorders w MCC	1.6212	6.0	7.9
071	Yes	No	01	MED	Nonspecific cerebrovascular disorders w CC	1.2522	4.5	5.6
072	Yes	No	01	MED	Nonspecific cerebrovascular disorders w/o CC/MCC	0.9586	2.9	3.7
073	No	No	01	MED	Cranial & peripheral nerve disorders w MCC	1.1717	4.8	6.4
074	No	No	01	MED	Cranial & peripheral nerve disorders w/o MCC	0.8954	3.4	4.4
075	No	No	01	MED	Viral meningitis w CC/MCC	1.5369	6.0	7.6
076	No	No	01	MED	Viral meningitis w/o CC/MCC	1.1439	3.4	4.2
077	No	No	01	MED	Hypertensive encephalopathy w MCC	1.4611	5.6	7.2
078	No	No	01	MED	Hypertensive encephalopathy w CC	1.0996	3.7	4.6
079	No	No	01	MED	Hypertensive encephalopathy w/o CC/MCC	0.9839	2.8	3.4
080	No	No	01	MED	Nontraumatic stupor & coma w MCC	0.9014	3.6	4.9
081	No	No	01	MED	Nontraumatic stupor & coma w/o MCC	0.7161	2.7	3.4
082	No	No	01	MED	"Traumatic stupor & coma, coma >1 hr w MCC"	1.6724	3.9	6.4
083	No	No	01	MED	"Traumatic stupor & coma, coma >1 hr w CC"	1.3328	3.7	5.2
084	No	No	01	MED	"Traumatic stupor & coma, coma >1 hr w/o CC/MCC"	1.1106	2.3	3.1
085	Yes	No	01	MED	"Traumatic stupor & coma, coma <1 hr w MCC"	1.6946	5.7	7.9
086	Yes	No	01	MED	"Traumatic stupor & coma, coma <1 hr w CC"	1.2337	4.0	5.1
087	Yes	No	01	MED	"Traumatic stupor & coma, coma <1 hr w/o CC/MCC"	0.9235	2.6	3.4
088	No	No	01	MED	Concussion w MCC	1.2968	4.3	6.1
089	No	No	01	MED	Concussion w CC	0.9479	3.0	3.8
090	No	No	01	MED	Concussion w/o CC/MCC	0.7405	2.0	2.5
091	Yes	No	01	MED	Other disorders of nervous system w MCC	1.3242	4.7	6.6
092	Yes	No	01	MED	Other disorders of nervous system w CC	0.9529	3.5	4.4
093	Yes	No	01	MED	Other disorders of nervous system w/o CC/MCC	0.7710	2.6	3.2
094	No	No	01	MED	Bacterial & tuberculous infections of nervous system w MCC	3.1499	9.7	12.5
095	No	No	01	MED	Bacterial & tuberculous infections of nervous system w CC	2.5679	7.2	9.1
096	No	No	01	MED	Bacterial & tuberculous infections of nervous system w/o CC/MCC	2.3482	4.9	6.2
097	No	No	01	MED	Non-bacterial infect of nervous sys exc viral meningitis w MCC	2.6665	9.3	11.8
098	No	No	01	MED	Non-bacterial infect of nervous sys exc viral meningitis w CC	2.0568	6.8	8.5
099	No	No	01	MED	Non-bacterial infect of nervous sys exc viral meningitis w/o CC/MCC	1.8177	5.1	6.3
100	Yes	No	01	MED	Seizures w MCC	1.2500	4.7	6.3
101	Yes	No	01	MED	Seizures w/o MCC	0.8258	2.9	3.7
102	No	No	01	MED	Headaches w MCC	0.8710	3.6	5.1
103	No	No	01	MED	Headaches w/o MCC	0.6677	2.5	3.2
113	No	No	02	SURG	Orbital procedures w CC/MCC	1.4141	3.8	5.5
114	No	No	02	SURG	Orbital procedures w/o CC/MCC	1.0292	2.0	2.7
115	No	No	02	SURG	Extraocular procedures except orbit	1.1185	3.3	4.5
116	No	No	02	SURG	Intraocular procedures w CC/MCC	0.8891	2.2	3.4
117	No	No	02	SURG	Intraocular procedures w/o CC/MCC	0.7094	1.5	1.9
121	No	No	02	MED	Acute major eye infections w CC/MCC	0.8800	4.6	5.8
122	No	No	02	MED	Acute major eye infections w/o CC/MCC	0.6608	3.3	4.1
123	No	No	02	MED	Neurological eye disorders	0.7224	2.4	2.9
124	No	No	02	MED	Other disorders of the eye w MCC	0.9308	3.9	5.3
125	No	No	02	MED	Other disorders of the eye w/o MCC	0.6792	2.7	3.5
129	No	No	03	SURG	Major head & neck procedures w CC/MCC or major device	1.7992	3.7	5.1
130	No	No	03	SURG	Major head & neck procedures w/o CC/MCC	1.3987	2.4	3.2
131	No	No	03	SURG	Cranial/facial procedures w CC/MCC	1.6300	4.0	5.8
132	No	No	03	SURG	Cranial/facial procedures w/o CC/MCC	1.2054	2.1	2.6
133	No	No	03	SURG	"Other ear, nose, mouth & throat O.R. procedures w CC/MCC"	1.4331	3.7	5.8
134	No	No	03	SURG	"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC"	0.9474	1.7	2.1
135	No	No	03	SURG	Sinus & mastoid procedures w CC/MCC	1.5318	4.3	6.4
136	No	No	03	SURG	Sinus & mastoid procedures w/o CC/MCC	1.1094	1.8	2.6
137	No	No	03	SURG	Mouth procedures w CC/MCC	1.2677	3.7	5.4
138	No	No	03	SURG	Mouth procedures w/o CC/MCC	0.8474	1.9	2.4
139	No	No	03	SURG	Salivary gland procedures	0.8470	1.4	1.8
146	No	No	03	MED	"Ear, nose, mouth & throat malignancy w MCC"	1.7734	7.1	10.3
147	No	No	03	MED	"Ear, nose, mouth & throat malignancy w CC"	1.2182	4.2	5.8
148	No	No	03	MED	"Ear, nose, mouth & throat malignancy w/o CC/MCC"	1.0070	2.5	3.5
149	No	No	03	MED	Dysequilibrium	0.6154	2.2	2.7
150	No	No	03	MED	Epistaxis w MCC	0.9916	4.0	5.5
151	No	No	03	MED	Epistaxis w/o MCC	0.6227	2.3	2.9
152	No	No	03	MED	Otitis media & URI w MCC	0.8160	3.7	4.7
153	No	No	03	MED	Otitis media & URI w/o MCC	0.6207	2.8	3.4
154	No	No	03	MED	Nasal trauma & deformity w MCC	1.1294	4.8	6.5
155	No	No	03	MED	Nasal trauma & deformity w CC	0.8630	3.5	4.5
156	No	No	03	MED	Nasal trauma & deformity w/o CC/MCC	0.7412	2.5	3.2
157	No	No	03	MED	Dental & Oral Diseases w MCC	1.1909	5.0	6.9
158	No	No	03	MED	Dental & Oral Diseases w CC	0.8653	3.4	4.4
159	No	No	03	MED	Dental & Oral Diseases w/o CC/MCC	0.7361	2.4	3.1
163	Yes	No	04	SURG	Major chest procedures w MCC	4.0452	12.2	15.0
164	Yes	No	04	SURG	Major chest procedures w CC	2.8081	6.9	8.3
165	Yes	No	04	SURG	Major chest procedures w/o CC/MCC	2.4106	4.5	5.4
166	Yes	No	04	SURG	Other resp system O.R. procedures w MCC	3.2677	10.1	13.0
167	Yes	No	04	SURG	Other resp system O.R. procedures w CC	2.4151	6.5	8.1
168	Yes	No	04	SURG	Other resp system O.R. procedures w/o CC/MCC	1.8181	4.0	5.4
175	Yes	No	04	MED	Pulmonary embolism w MCC	1.4152	6.1	7.4
176	Yes	No	04	MED	Pulmonary embolism w/o MCC	1.1580	4.7	5.5
177	Yes	No	04	MED	Respiratory infections & inflammations w MCC	1.8444	7.2	9.2
178	Yes	No	04	MED	Respiratory infections & inflammations w CC	1.5636	6.0	7.4
179	Yes	No	04	MED	Respiratory infections & inflammations w/o CC/MCC	1.2754	4.6	5.6
180	No	No	04	MED	Respiratory neoplasms w MCC	1.5550	6.1	8.0
181	No	No	04	MED	Respiratory neoplasms w CC	1.3126	4.5	6.0
182	No	No	04	MED	Respiratory neoplasms w/o CC/MCC	1.1455	3.3	4.3
183	No	No	04	MED	Major chest trauma w MCC	1.2664	5.7	7.2
184	No	No	04	MED	Major chest trauma w CC	0.9611	3.8	4.6
185	No	No	04	MED	Major chest trauma w/o CC/MCC	0.7298	2.7	3.3
186	Yes	No	04	MED	Pleural effusion w MCC	1.4542	5.8	7.5
187	Yes	No	04	MED	Pleural effusion w CC	1.1947	4.2	5.5
188	Yes	No	04	MED	Pleural effusion w/o CC/MCC	0.9745	3.2	4.1
189	No	No	04	MED	Pulmonary edema & respiratory failure	1.3660	4.8	6.2
190	Yes	No	04	MED	Chronic obstructive pulmonary disease w MCC	1.1138	5.1	6.5
191	Yes	No	04	MED	Chronic obstructive pulmonary disease w CC	0.9405	4.2	5.1
192	Yes	No	04	MED	Chronic obstructive pulmonary disease w/o CC/MCC	0.8145	3.4	4.0
193	Yes	No	04	MED	Simple pneumonia & pleurisy w MCC	1.2505	5.5	6.9
194	Yes	No	04	MED	Simple pneumonia & pleurisy w CC	1.0235	4.5	5.3
195	Yes	No	04	MED	Simple pneumonia & pleurisy w/o CC/MCC	0.8398	3.5	4.1
196	Yes	No	04	MED	Interstitial lung disease w MCC	1.3781	5.8	7.3
197	Yes	No	04	MED	Interstitial lung disease w CC	1.1458	4.4	5.4
198	Yes	No	04	MED	Interstitial lung disease w/o CC/MCC	0.9654	3.5	4.3
199	No	No	04	MED	Pneumothorax w MCC	1.4699	6.6	8.5
200	No	No	04	MED	Pneumothorax w CC	1.0753	3.9	5.1
201	No	No	04	MED	Pneumothorax w/o CC/MCC	0.8588	3.2	4.1
202	No	No	04	MED	Bronchitis & asthma w CC/MCC	0.7841	3.6	4.5
203	No	No	04	MED	Bronchitis & asthma w/o CC/MCC	0.6252	2.9	3.5
204	No	No	04	MED	Respiratory signs & symptoms	0.6658	2.2	2.9
205	Yes	No	04	MED	Other respiratory system diagnoses w MCC	1.0636	4.2	5.6
206	Yes	No	04	MED	Other respiratory system diagnoses w/o MCC	0.7848	2.7	3.5
207	Yes	No	04	MED	Respiratory system diagnosis w ventilator support 96+ hours	5.1231	12.6	15.0
208	No	No	04	MED	Respiratory system diagnosis w ventilator support <96 hours	2.2463	5.2	7.3
215	No	No	05	SURG	Other heart assist system implant	12.0016	6.3	12.0
216	Yes	No	05	SURG	Cardiac valve & oth maj cardiothoracic proc w card cath w MCC	9.3040	15.9	18.7
217	Yes	No	05	SURG	Cardiac valve & oth maj cardiothoracic proc w card cath w CC	7.5813	10.9	12.2
218	Yes	No	05	SURG	Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC	6.8595	8.3	9.1
219	Yes	Yes	05	SURG	Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC	7.2072	11.7	14.5
220	Yes	Yes	05	SURG	Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC	5.7278	7.6	8.6
221	Yes	Yes	05	SURG	Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC	5.2463	6.0	6.4
222	No	No	05	SURG	Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC	8.0234	10.8	13.3
223	No	No	05	SURG	Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC	6.8809	5.0	6.6
224	No	No	05	SURG	Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC	7.3178	9.2	11.5
225	No	No	05	SURG	Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC	6.2956	4.5	5.7
226	No	No	05	SURG	Cardiac defibrillator implant w/o cardiac cath w MCC	5.9123	6.2	9.4
227	No	No	05	SURG	Cardiac defibrillator implant w/o cardiac cath w/o MCC	5.0411	1.8	2.8
228	Yes	No	05	SURG	Other cardiothoracic procedures w MCC	6.7400	12.0	14.6
229	Yes	No	05	SURG	Other cardiothoracic procedures w CC	5.3191	7.9	9.0
230	Yes	No	05	SURG	Other cardiothoracic procedures w/o CC/MCC	4.7847	5.6	6.6
231	No	No	05	SURG	Coronary bypass w PTCA w MCC	7.2993	10.8	13.2
232	No	No	05	SURG	Coronary bypass w PTCA w/o MCC	6.1947	8.0	9.0
233	Yes	No	05	SURG	Coronary bypass w cardiac cath w MCC	6.4496	12.4	14.3
234	Yes	No	05	SURG	Coronary bypass w cardiac cath w/o MCC	4.9216	8.2	8.9
235	Yes	No	05	SURG	Coronary bypass w/o cardiac cath w MCC	5.1381	9.7	11.5
236	Yes	No	05	SURG	Coronary bypass w/o cardiac cath w/o MCC	3.7307	6.1	6.6
237	No	No	05	SURG	Major cardiovasc procedures w MCC or thoracic aortic anuerysm repair	4.4954	7.8	11.2
238	No	No	05	SURG	Major cardiovasc procedures w/o MCC	3.1891	3.4	4.9
239	Yes	No	05	SURG	Amputation for circ sys disorders exc upper limb & toe w MCC	3.9454	12.1	15.6
240	Yes	No	05	SURG	Amputation for circ sys disorders exc upper limb & toe w CC	2.9983	8.4	10.5
241	Yes	No	05	SURG	Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC	2.4709	5.7	6.9
242	Yes	No	05	SURG	Permanent cardiac pacemaker implant w MCC	3.2586	6.9	8.9
243	Yes	No	05	SURG	Permanent cardiac pacemaker implant w CC	2.5483	3.8	5.1
244	Yes	No	05	SURG	Permanent cardiac pacemaker implant w/o CC/MCC	2.1367	2.2	2.9
245	No	No	05	SURG	AICD lead & generator procedures	3.1073	2.1	3.3
246	No	No	05	SURG	Perc cardiovasc proc w drug-eluting stent w MCC or 4+ vessels/stents	2.9046	3.7	5.5
247	No	No	05	SURG	Perc cardiovasc proc w drug-eluting stent w/o MCC	2.1255	1.7	2.2
248	No	No	05	SURG	Perc cardiovasc proc w non-drug-eluting stent w MCC or 4+ ves/stents	2.5180	4.3	6.2
249	No	No	05	SURG	Perc cardiovasc proc w non-drug-eluting stent w/o MCC	1.8124	1.9	2.5
250	No	No	05	SURG	Perc cardiovasc proc w/o coronary artery stent or AMI w MCC	2.4870	5.3	7.5
251	No	No	05	SURG	Perc cardiovasc proc w/o coronary artery stent or AMI w/o MCC	1.7480	2.1	3.0
252	No	No	05	SURG	Other vascular procedures w MCC	2.7564	5.6	8.8
253	No	No	05	SURG	Other vascular procedures w CC	2.2536	4.1	6.0
254	No	No	05	SURG	Other vascular procedures w/o CC/MCC	1.6786	2.0	2.8
255	Yes	No	05	SURG	Upper limb & toe amputation for circ system disorders w MCC	2.1486	7.3	9.9
256	Yes	No	05	SURG	Upper limb & toe amputation for circ system disorders w CC	1.6847	5.8	7.5
257	Yes	No	05	SURG	Upper limb & toe amputation for circ system disorders w/o CC/MCC	1.3990	3.7	4.9
258	No	No	05	SURG	Cardiac pacemaker device replacement w MCC	2.2926	5.5	7.6
259	No	No	05	SURG	Cardiac pacemaker device replacement w/o MCC	1.6553	1.9	2.6
260	No	No	05	SURG	Cardiac pacemaker revision except device replacement w MCC	2.1625	7.2	10.2
261	No	No	05	SURG	Cardiac pacemaker revision except device replacement w CC	1.3212	2.8	3.9
262	No	No	05	SURG	Cardiac pacemaker revision except device replacement w/o CC/MCC	1.1245	1.9	2.5
263	No	No	05	SURG	Vein ligation & stripping	1.4977	3.5	5.5
264	Yes	No	05	SURG	Other circulatory system O.R. procedures	2.4840	5.9	9.0
280	Yes	No	05	MED	"Acute myocardial infarction, discharged alive w MCC"	1.7391	5.9	7.5
281	Yes	No	05	MED	"Acute myocardial infarction, discharged alive w CC"	1.3126	4.0	4.9
282	Yes	No	05	MED	"Acute myocardia infarction, discharged alive w/o CC/MCC"	1.0617	2.6	3.2
283	No	No	05	MED	"Acute myocardial infarction, expired w MCC"	1.5787	3.4	5.5
284	No	No	05	MED	"Acute myocardial infarction, expired w CC"	1.2074	2.3	3.5
285	No	No	05	MED	"Acute myocardial infarction, expired w/o CC/MCC"	1.0421	1.6	2.2
286	No	No	05	MED	"Circulatory disorders except AMI, w card cath w MCC"	1.6667	5.2	7.1
287	No	No	05	MED	"Circulatory disorders except AMI, w card cath w/o MCC"	1.1412	2.5	3.2
288	Yes	No	05	MED	Acute & subacute endocarditis w MCC	2.9143	9.6	12.2
289	Yes	No	05	MED	Acute & subacute endocarditis w CC	2.3075	7.1	8.7
290	Yes	No	05	MED	Acute & subacute endocarditis w/o CC/MCC	1.9733	5.2	6.6
291	Yes	No	05	MED	Heart failure & shock w MCC	1.2585	5.1	6.6
292	Yes	No	05	MED	Heart failure & shock w CC	1.0134	4.1	5.0
293	Yes	No	05	MED	Heart failure & shock w/o CC/MCC	0.8765	3.1	3.7
294	No	No	05	MED	Deep vein thrombophlebitis w CC/MCC	0.8665	4.6	5.5
295	No	No	05	MED	Deep vein thrombophlebitis w/o CC/MCC	0.6950	3.8	4.4
296	No	No	05	MED	"Cardiac arrest, unexplained w MCC"	1.1144	2.0	3.3
297	No	No	05	MED	"Cardiac arrest, unexplained w CC"	0.8490	1.5	1.9
298	No	No	05	MED	"Cardiac arrest, unexplained w/o CC/MCC"	0.7207	1.2	1.4
299	Yes	No	05	MED	Peripheral vascular disorders w MCC	1.2220	5.2	6.9
300	Yes	No	05	MED	Peripheral vascular disorders w CC	0.9451	4.1	5.1
301	Yes	No	05	MED	Peripheral vascular disorders w/o CC/MCC	0.7183	3.1	3.8
302	No	No	05	MED	Atherosclerosis w MCC	0.8236	3.3	4.4
303	No	No	05	MED	Atherosclerosis w/o MCC	0.6055	2.1	2.6
304	No	No	05	MED	Hypertension w MCC	0.8312	3.9	5.2
305	No	No	05	MED	Hypertension w/o MCC	0.5942	2.3	2.9
306	No	No	05	MED	Cardiac congenital & valvular disorders w MCC	1.2007	4.5	6.5
307	No	No	05	MED	Cardiac congenital & valvular disorders w/o MCC	0.8224	2.7	3.5
308	No	No	05	MED	Cardiac arrhythmia & conduction disorders w MCC	1.0841	4.3	5.8
309	No	No	05	MED	Cardiac arrhythmia & conduction disorders w CC	0.8233	3.1	3.9
310	No	No	05	MED	Cardiac arrhythmia & conduction disorders w/o CC/MCC	0.6439	2.3	2.8
311	No	No	05	MED	Angina pectoris	0.5118	1.9	2.3
312	No	No	05	MED	Syncope & collapse	0.7197	2.5	3.2
313	No	No	05	MED	Chest pain	0.5489	1.7	2.1
314	Yes	No	05	MED	Other circulatory system diagnoses w MCC	1.5606	5.1	7.1
315	Yes	No	05	MED	Other circulatory system diagnoses w CC	1.1720	3.5	4.6
316	Yes	No	05	MED	Other circulatory system diagnoses w/o CC/MCC	0.9075	2.4	3.0
326	Yes	No	06	SURG	"Stomach, esophageal & duodenal proc w MCC"	5.1660	13.4	17.2
327	Yes	No	06	SURG	"Stomach, esophageal & duodenal proc w CC"	3.2941	8.1	10.3
328	Yes	No	06	SURG	"Stomach, esophageal & duodenal proc w/o CC/MCC"	1.8017	3.3	4.4
329	Yes	No	06	SURG	Major small & large bowel procedures w MCC	4.5059	12.8	15.9
330	Yes	No	06	SURG	Major small & large bowel procedures w CC	2.8935	8.4	9.8
331	Yes	No	06	SURG	Major small & large bowel procedures w/o CC/MCC	1.8415	5.4	6.0
332	Yes	No	06	SURG	Rectal resection w MCC	3.7139	12.2	14.7
333	Yes	No	06	SURG	Rectal resection w CC	2.5787	7.8	8.9
334	Yes	No	06	SURG	Rectal resection w/o CC/MCC	1.7856	4.9	5.6
335	Yes	No	06	SURG	Peritoneal adhesiolysis w MCC	3.4785	11.8	14.4
336	Yes	No	06	SURG	Peritoneal adhesiolysis w CC	2.4776	7.7	9.3
337	Yes	No	06	SURG	Peritoneal adhesiolysis w/o CC/MCC	1.6984	4.4	5.7
338	No	No	06	SURG	Appendectomy w complicated principal diag w MCC	2.7254	9.1	10.9
339	No	No	06	SURG	Appendectomy w complicated principal diag w CC	1.9805	6.1	7.1
340	No	No	06	SURG	Appendectomy w complicated principal diag w/o CC/MCC	1.3849	3.6	4.3
341	No	No	06	SURG	Appendectomy w/o complicated principal diag w MCC	1.8824	5.3	7.3
342	No	No	06	SURG	Appendectomy w/o complicated principal diag w CC	1.3562	3.4	4.3
343	No	No	06	SURG	Appendectomy w/o complicated principal diag w/o CC/MCC	0.9887	1.9	2.3
344	No	No	06	SURG	Minor small & large bowel procedures w MCC	2.5156	9.4	12.0
345	No	No	06	SURG	Minor small & large bowel procedures w CC	1.7028	6.2	7.2
346	No	No	06	SURG	Minor small & large bowel procedures w/o CC/MCC	1.2617	4.4	5.0
347	No	No	06	SURG	Anal & stomal procedures w MCC	1.7658	6.2	8.4
348	No	No	06	SURG	Anal & stomal procedures w CC	1.2781	4.1	5.5
349	No	No	06	SURG	Anal & stomal procedures w/o CC/MCC	0.8629	2.4	3.0
350	No	No	06	SURG	Inguinal & femoral hernia procedures w MCC	1.8330	5.9	8.1
351	No	No	06	SURG	Inguinal & femoral hernia procedures w CC	1.2449	3.4	4.5
352	No	No	06	SURG	Inguinal & femoral hernia procedures w/o CC/MCC	0.8967	1.9	2.4
353	No	No	06	SURG	Hernia procedures except inguinal & femoral w MCC	2.0241	6.6	8.8
354	No	No	06	SURG	Hernia procedures except inguinal & femoral w CC	1.4092	4.0	5.1
355	No	No	06	SURG	Hernia procedures except inguinal & femoral w/o CC/MCC	1.0147	2.3	2.9
356	Yes	No	06	SURG	Other digestive system O.R. procedures w MCC	3.3790	9.6	13.3
357	Yes	No	06	SURG	Other digestive system O.R. procedures w CC	2.4946	6.1	8.0
358	Yes	No	06	SURG	Other digestive system O.R. procedures w/o CC/MCC	1.7333	3.4	4.6
368	No	No	06	MED	Major esophageal disorders w MCC	1.3788	5.1	6.6
369	No	No	06	MED	Major esophageal disorders w CC	1.0839	3.7	4.6
370	No	No	06	MED	Major esophageal disorders w/o CC/MCC	0.9558	2.8	3.4
371	Yes	No	06	MED	Major gastrointestinal disorders & peritoneal infections w MCC	1.6263	6.6	8.8
372	Yes	No	06	MED	Major gastrointestinal disorders & peritoneal infections w CC	1.3059	5.5	6.8
373	Yes	No	06	MED	Major gastrointestinal disorders & peritoneal infections w/o CC/MCC	1.1109	4.2	5.0
374	Yes	No	06	MED	Digestive malignancy w MCC	1.7229	6.5	8.8
375	Yes	No	06	MED	Digestive malignancy w CC	1.3337	4.6	6.0
376	Yes	No	06	MED	Digestive malignancy w/o CC/MCC	1.0268	3.1	4.1
377	Yes	No	06	MED	G.I. hemorrhage w MCC	1.3367	5.0	6.5
378	Yes	No	06	MED	G.I. hemorrhage w CC	1.0195	3.7	4.5
379	Yes	No	06	MED	G.I. hemorrhage w/o CC/MCC	0.8476	2.9	3.4
380	Yes	No	06	MED	Complicated peptic ulcer w MCC	1.4334	5.5	7.2
381	Yes	No	06	MED	Complicated peptic ulcer w CC	1.1302	4.2	5.1
382	Yes	No	06	MED	Complicated peptic ulcer w/o CC/MCC	0.9662	3.0	3.6
383	No	No	06	MED	Uncomplicated peptic ulcer w MCC	1.1024	4.6	5.9
384	No	No	06	MED	Uncomplicated peptic ulcer w/o MCC	0.8399	3.2	3.8
385	No	No	06	MED	Inflammatory bowel disease w MCC	1.4936	6.7	9.0
386	No	No	06	MED	Inflammatory bowel disease w CC	1.0766	4.6	5.7
387	No	No	06	MED	Inflammatory bowel disease w/o CC/MCC	0.9488	3.6	4.4
388	Yes	No	06	MED	G.I. obstruction w MCC	1.2860	5.5	7.4
